emp_no,first_name,last_name,title,from_date,to_date
286838,Mihalis,Ligten,Staff,1987-09-02,1992-07-28
286851,Tadahiko,Decaestecker,Technique Leader,1989-10-04,1991-04-24
286852,Anwar,Oppitz,Staff,1990-07-18,1995-07-13
286881,Malu,Ritzmann,Engineer,1988-11-22,1992-08-10
286885,Elvis,Pettis,Senior Engineer,1993-09-30,1999-10-11
286889,Dipankar,Rousseau,Engineer,1993-03-21,1996-01-23
286894,Shaowen,Tomescu,Engineer,1995-04-15,2000-02-07
286915,Harngdar,Lanzelotte,Staff,1997-09-07,2000-09-24
286917,Shigehito,Ambroszkiewicz,Staff,1995-06-01,1996-02-15
286953,Josyula,Genther,Engineer,1988-10-24,1989-06-01
286959,Kinh,Buchter,Engineer,1992-04-01,1997-11-06
286973,Kensyu,Eugenio,Engineer,1988-04-06,1993-01-10
286997,Koichi,Liesche,Engineer,1992-12-05,1996-04-07
287001,Lillian,Sethi,Engineer,1996-05-01,1999-08-09
287015,Katsuo,Unno,Senior Engineer,1994-04-27,1999-04-04
287037,Arnd,Rikino,Senior Engineer,1992-12-25,1996-05-05
287041,Pramod,Marletta,Senior Engineer,1988-04-01,2000-12-06
287066,Shaowen,Nitsch,Senior Engineer,2000-07-29,2000-08-29
287068,Sanjeeva,Gronowski,Engineer,1997-11-11,1998-04-01
287104,Shan,Shackel,Staff,1992-08-05,1994-06-19
287119,Zijian,Itschner,Staff,1997-05-14,1997-11-22
287154,Guenter,Fetvedt,Engineer,1995-12-04,1999-06-06
287158,Falguni,Nilsson,Staff,1985-03-17,1985-11-07
287166,Tesuya,Ladret,Senior Staff,1997-01-16,1997-10-07
287169,Gill,Rehfuss,Senior Engineer,1997-12-01,2001-04-23
287171,Shaibal,Range,Engineer,1998-05-01,1998-10-20
287216,Fay,Ramsay,Senior Engineer,1999-04-09,1999-08-05
287237,Gully,Armand,Senior Engineer,1994-06-17,1999-08-10
287262,Sushant,Whitcomb,Staff,1986-02-23,1986-03-18
287266,Lunjin,Farrar,Senior Engineer,1995-07-01,2000-01-25
287287,Fen,Carrera,Senior Engineer,1986-05-18,1995-01-20
287292,Faiza,Rosch,Senior Staff,1989-06-30,2000-08-29
287313,Guttorm,Ramras,Senior Engineer,2000-10-29,2001-05-07
287331,Jolita,Casperson,Engineer,1989-10-17,1991-09-16
287336,Ortrud,Morrow,Technique Leader,1987-11-21,2000-01-04
287355,Shir,Picht,Senior Staff,1996-03-27,1998-07-27
287362,Pradeep,Negoita,Engineer,1994-02-09,1998-02-08
287364,Qingxiang,Conta,Staff,1997-07-18,2001-05-09
287370,Kwan,Kandlur,Senior Engineer,1995-04-24,1996-02-14
287393,Aria,Dayang,Engineer,1995-09-02,2001-11-26
287413,Xuedong,Kaminger,Senior Staff,1995-07-10,2002-07-20
287417,Xiahua,Monkewich,Assistant Engineer,1988-05-02,1991-11-25
287420,Rasikan,Pena,Senior Staff,1998-05-02,1998-07-20
287442,Huei,Lanzelotte,Assistant Engineer,1994-12-07,1995-11-28
287455,Mang,Reeken,Engineer,1992-11-11,1992-11-17
287516,Ashish,Ramalingam,Engineer,1989-06-07,1996-12-04
287563,Masasuke,Gihr,Technique Leader,1992-08-23,2000-12-11
287588,Nigel,Usery,Engineer,1992-11-21,1998-02-14
287595,Jeane,Reinhart,Engineer,1994-11-07,1999-08-07
287600,Rajmohan,Vieth,Senior Staff,1996-07-22,1997-10-07
287620,Tuval,Rosis,Engineer,1997-06-30,1998-07-15
287637,Chanjung,Soloway,Senior Engineer,1997-01-30,1999-03-06
287642,Zhiguo,Slutz,Engineer,1998-12-29,2000-11-09
287658,Zhenbing,Weiland,Senior Engineer,1992-04-27,2002-02-11
287664,Guther,Clemencon,Staff,1996-03-01,1999-09-24
287689,Zhilian,Vanwelkenhuysen,Engineer,1991-04-02,1994-02-25
287693,Weidon,Muhlberg,Senior Engineer,1991-10-02,1998-08-22
287706,Xiaocheng,Siegrist,Senior Staff,1994-02-09,1997-04-05
287714,Sachem,Lammel,Technique Leader,1994-05-07,1998-04-15
287734,Chenxi,Conia,Engineer,1994-01-19,1998-05-06
287744,Woody,Hemaspaandra,Senior Engineer,1997-01-18,2000-12-15
287745,Keiichiro,Bonifati,Staff,1987-02-16,1993-03-03
287749,Xinyu,Boudaillier,Senior Staff,1988-04-01,1995-06-09
287750,Subir,Rossi,Technique Leader,1991-08-25,2000-09-20
287754,Leen,Perri,Assistant Engineer,1998-10-04,1999-12-06
287757,Shooichi,Poujol,Senior Engineer,1992-10-04,1995-12-11
287793,Tadahiko,Kavanagh,Senior Staff,1995-02-22,2001-01-10
287796,Youssef,Tsukune,Senior Engineer,1997-01-30,2000-09-04
287805,Yongmin,Lampe,Staff,1998-03-02,1999-01-28
287813,Martijn,Felder,Engineer,1998-04-20,2001-05-13
287863,Yefim,Huhdanpaa,Staff,1998-02-18,1999-07-05
287880,Marco,Morrow,Senior Engineer,2001-01-06,2002-06-03
287889,Jenwei,Harbusch,Staff,1997-10-01,2001-03-07
287929,Turgut,Pews,Technique Leader,1987-11-26,1992-07-28
287931,Sariel,Tsukuda,Senior Staff,1995-01-29,2001-06-01
287971,Xinan,Adachi,Engineer,1998-09-07,2001-11-21
287987,Godehard,Munoz,Senior Engineer,1994-05-10,1997-04-14
287995,Lijia,Stentiford,Assistant Engineer,1987-07-27,1988-04-13
288009,Zhaofang,Pfau,Engineer,1993-10-16,1998-08-12
288055,Piyush,Tchuente,Assistant Engineer,1992-06-16,1993-09-27
288071,Supot,Shanbhogue,Senior Staff,1995-09-18,2000-09-09
288072,Kwangsub,Masada,Engineer,1995-06-11,1996-06-12
288085,Garnet,Wroclawski,Senior Engineer,1992-11-13,2000-03-02
288092,Bernd,Parveen,Engineer,1997-09-02,2002-07-15
288109,Supot,Reeker,Engineer,1999-09-29,2001-07-02
288113,JoAnne,Poujol,Senior Staff,1997-03-09,2000-12-24
288117,Shunichi,Krogh,Engineer,1992-11-09,1996-08-06
288129,Nahla,Sidhu,Senior Engineer,1995-11-21,1999-07-12
288185,Remmert,Prochazka,Senior Staff,1994-12-20,1995-03-15
288197,Huai,Wallrath,Senior Engineer,2001-12-01,2002-06-01
288229,Shigeo,Clouatre,Staff,1997-06-30,1999-02-08
288233,Marsja,Demian,Staff,1993-02-05,1995-01-24
288260,Brigham,Trogemann,Staff,1986-12-13,1989-05-18
288276,Prodip,Naumovich,Staff,1995-03-30,2000-07-08
288320,Anwar,Cooke,Assistant Engineer,1988-04-02,1993-12-25
288335,Anyuan,Covnot,Assistant Engineer,1985-05-30,1989-07-01
288340,Moheb,Rosin,Staff,1995-06-29,1997-01-06
288348,Shmuel,Taubenfeld,Staff,1993-02-25,1997-09-16
288362,Arlette,Bridgland,Engineer,1997-12-03,2000-02-07
288367,Nirmal,Pews,Staff,1998-07-28,2001-09-17
288369,Eran,Streng,Senior Staff,1992-03-19,1995-01-19
288379,Mariangiola,Gyimothy,Staff,1989-09-12,1991-11-05
288389,Guther,Pietracaprina,Staff,1992-04-21,1996-10-27
288406,Wayne,Nannarelli,Technique Leader,1985-02-11,1991-10-25
288407,Theirry,Chachaty,Staff,1992-03-09,1992-03-23
288420,Isamu,Speckmann,Staff,1994-10-11,1998-06-28
288436,Tuval,Heinisuo,Senior Staff,1992-08-17,1993-01-11
288450,Baziley,Klerer,Senior Staff,1999-11-21,2001-04-07
288452,Aria,Wrigley,Staff,1985-04-16,1993-06-04
288461,Nathan,Madeira,Senior Staff,2002-04-15,2002-04-25
288474,Abdulla,Heering,Engineer,1990-03-31,1991-02-12
288482,Khoa,Gurbaxani,Staff,1997-05-31,1999-05-26
288512,Tamiya,Melter,Senior Staff,1998-04-12,1999-01-11
288538,Pintsang,Bernini,Senior Engineer,1992-01-17,1995-08-03
288562,Yinlin,Stamatiou,Senior Engineer,1990-12-08,1999-03-20
288573,Shir,Bruckman,Senior Engineer,1991-09-15,1995-11-25
288595,Basant,Boissier,Engineer,1990-11-30,1993-02-26
288614,Duangkaew,Belinskaya,Senior Engineer,1993-05-03,1996-12-15
288625,Jagoda,Badr,Technique Leader,1989-12-29,1993-03-05
288644,Adel,Schaaf,Senior Engineer,1997-02-05,1997-07-18
288647,Sugwoo,Homond,Staff,1993-04-12,1998-04-04
288670,Lena,Kuzuoka,Engineer,1996-10-26,2000-01-09
288684,Gou,Papastamatiou,Senior Staff,1992-05-22,2002-05-27
288686,Christophe,Naudin,Engineer,1992-10-03,1995-01-18
288703,Djelloul,Segond,Senior Engineer,2000-08-27,2002-04-14
288725,Feixiong,Fortenbacher,Assistant Engineer,1994-08-26,1996-10-09
288772,Mingzeng,Besancenot,Staff,1992-06-02,1997-06-25
288782,Etsuo,Figueira,Engineer,1998-10-31,2000-03-04
288812,Cristinel,Deverell,Senior Staff,1987-09-12,2002-07-26
288815,Akhilish,Benner,Engineer,1994-02-05,1998-04-29
288840,Pohua,Christ,Senior Staff,1988-04-07,1989-04-11
288841,Sajjad,Merlo,Staff,1988-08-26,1993-09-14
288857,Marco,Osgood,Staff,1994-07-02,1995-10-28
288871,Mori,Yetto,Senior Engineer,1995-11-11,2002-06-18
288913,Shan,Chenoweth,Technique Leader,1988-04-14,1999-03-18
288931,Adin,Leuchs,Staff,1994-07-09,1997-07-25
288977,Cheong,Luga,Engineer,1997-11-08,2001-02-22
288988,Vishv,Kohling,Staff,1989-10-30,1996-07-02
289022,Bowen,Czap,Senior Staff,1993-07-06,1999-02-05
289038,Gritta,Fujisaki,Staff,1996-12-09,2002-04-30
289042,Ayakannu,Shimshoni,Engineer,1985-02-20,1991-08-08
289057,Eishiro,Theuretzbacher,Staff,1986-06-06,1990-08-08
289061,Kwee,Koshino,Staff,1995-06-03,2001-12-29
289071,Pranjal,Rajala,Technique Leader,1989-02-13,1994-03-25
289086,Juichirou,Barreiro,Senior Staff,1992-11-08,1999-10-04
289093,Tsutomu,Gide,Technique Leader,1989-10-31,1992-12-18
289101,Xiaoqiu,Chaudhuri,Senior Engineer,1997-08-04,2000-02-20
289113,Eldridge,Pileggi,Engineer,1998-12-16,1999-01-28
289136,Geoff,Mateescu,Staff,1994-05-31,1998-05-26
289152,Toshimo,Sgarro,Staff,1994-12-17,1996-07-29
289160,Zine,Miara,Assistant Engineer,1993-02-16,2002-02-12
289216,Jenwei,Haumacher,Engineer,1995-06-10,1999-07-01
289268,Xuejun,Orsini,Senior Staff,1995-07-14,2002-05-17
289280,Mohammad,Tomescu,Technique Leader,1995-09-09,2001-07-04
289288,Serif,Makrucki,Senior Engineer,1995-02-24,1996-05-02
289372,Udaiprakash,Wursthorn,Staff,1998-06-20,2000-03-29
289380,Odoardo,Weiland,Senior Engineer,2001-04-21,2001-05-24
289389,Adhemar,Suomi,Senior Staff,1990-03-26,2001-09-27
289395,Amstein,Undy,Engineer,1999-06-30,2000-08-01
289421,Cordelia,Decleir,Staff,1986-09-27,1994-05-27
289431,Shakhar,Krupka,Engineer,2000-01-25,2002-05-17
289438,Karlis,Takanami,Senior Engineer,1986-07-11,1992-09-12
289445,Bedir,Shackel,Senior Staff,1987-01-30,1999-03-12
289453,Gilbert,Simmel,Technique Leader,1992-05-15,1998-10-26
289507,Premsyl,Krone,Engineer,1991-09-04,1992-12-05
289512,Bokyung,Quittner,Engineer,2000-01-04,2000-12-15
289532,Frederique,Veevers,Senior Engineer,1999-03-09,1999-04-19
289536,Shuzo,Vendrig,Engineer,1987-03-30,1992-09-24
289542,Selwyn,Luft,Senior Staff,1994-10-31,1999-12-18
289575,Constantino,Veccia,Senior Engineer,1997-05-16,1998-03-21
289588,Dipankar,Parhami,Senior Engineer,1995-07-21,1997-10-07
289604,Pranay,Miyakawa,Senior Engineer,1999-10-29,2002-03-10
289659,Leen,Levasseur,Engineer,1999-08-03,2001-11-29
289693,Shridhar,Pelc,Staff,1993-09-16,1999-07-19
289702,Hatem,Emiris,Engineer,1998-08-17,1999-10-21
289745,Sergi,Dengi,Senior Engineer,1989-12-30,1998-09-09
289754,Malu,Paciorek,Engineer,1997-02-01,1998-10-02
289768,Luerbio,Velasco,Engineer,1994-07-18,1998-03-23
289786,Alassane,Foong,Engineer,1997-11-12,2001-02-09
289793,Shmuel,Spataro,Senior Engineer,1993-05-26,1995-04-20
289794,Przemyslawa,Serdy,Assistant Engineer,1994-06-03,1998-01-13
289806,Shao,Ranta,Engineer,1990-06-04,1998-05-07
289811,Collette,Quittner,Senior Engineer,1991-08-23,2002-07-13
289822,Ottavia,Ermel,Senior Engineer,1991-08-02,1998-02-23
289834,Marlo,Streit,Senior Engineer,1989-10-23,2002-01-29
289872,Tesuya,Luga,Engineer,1988-11-07,1992-11-16
289897,Roselyn,Harbusch,Senior Engineer,1995-04-14,1996-07-16
289905,Emdad,Ramamoorthy,Staff,1989-11-25,1996-03-11
289912,Roselyn,Passafiume,Engineer,1995-05-05,2001-04-11
289942,Nathan,Rosar,Senior Engineer,1993-11-21,1994-03-08
289951,Josyula,Jiang,Engineer,1999-08-30,2001-02-23
289983,Xiahua,Peek,Senior Engineer,1994-08-01,1996-10-31
289998,Kazuhira,Unno,Engineer,1995-10-08,2000-08-22
290002,Lillian,Katzenelson,Engineer,1995-09-27,1996-04-08
290021,Akemi,Salvesen,Engineer,1990-01-25,1998-09-04
290029,Vincent,Auria,Senior Engineer,1985-04-24,1987-01-14
290067,JiYoung,Ciolek,Engineer,1992-05-26,1993-07-15
290089,Alain,Highland,Staff,1992-04-03,1994-09-19
290107,Hinrich,Erva,Engineer,1985-07-19,1989-04-12
290129,Duro,Yavatkar,Engineer,1987-04-25,1990-10-02
290145,Miquel,Leaver,Senior Staff,1991-10-26,1992-01-09
290146,Heejo,Pews,Senior Engineer,1992-03-10,2001-06-14
290149,Keung,Scallan,Engineer,1996-11-02,1999-11-17
290159,Leandro,Aamodt,Staff,1993-03-25,1997-05-31
290173,Behnaam,Calkin,Engineer,1999-02-26,2001-09-30
290176,Jessie,Heyers,Engineer,1993-11-05,1995-02-27
290200,Xiaocheng,Ulupinar,Staff,1994-03-03,1994-06-13
290201,Vasilis,Miara,Senior Engineer,1993-07-20,1994-06-16
290214,Xiping,Hofstetter,Engineer,1987-05-14,1991-08-26
290231,Matk,Birke,Staff,1992-04-24,1992-09-11
290261,Feipei,Kampfer,Technique Leader,1991-03-12,1999-11-09
290269,Sanjit,Mapelli,Staff,1998-10-10,2001-08-02
290301,Gad,Cannane,Staff,1992-12-15,1995-11-16
290310,Dmitry,Berztiss,Engineer,1990-06-11,1992-04-19
290330,Leucio,Osgood,Engineer,1994-12-18,1996-03-29
290345,Henk,Neimat,Senior Staff,1994-07-02,1996-04-15
290355,Ekawit,Zykh,Engineer,1995-06-12,1998-01-12
290375,Shigeaki,Bernini,Engineer,1991-05-27,1995-11-21
290386,Yuguang,Munch,Senior Staff,1996-07-21,2001-01-16
290393,Aran,Gammage,Engineer,1995-02-19,1999-08-04
290410,Oscal,Merro,Staff,1996-07-05,2001-01-29
290419,Nathan,Underwood,Staff,1987-06-24,1991-08-01
290429,Guttorm,Dymetman,Engineer,1992-11-26,1996-04-22
290449,Lillian,Deverell,Technique Leader,1994-03-23,1999-01-18
290476,Honglan,Mansanne,Senior Engineer,1986-11-26,1990-09-14
290491,Marsal,Vadhan,Senior Staff,1992-06-24,1996-03-05
290525,Masami,Ranka,Staff,1988-09-27,1990-11-03
290533,Arumugam,Lindenbaum,Engineer,1993-10-12,1995-02-06
290566,Gio,Sridhar,Engineer,1989-11-11,1990-10-07
290592,Stein,Ebeling,Engineer,1990-09-13,1992-08-23
290603,Karlis,Picht,Senior Staff,1991-01-14,1991-04-05
290616,Szabolcs,Ponthieu,Senior Engineer,1996-11-21,2001-07-04
290622,Gurbir,Krohn,Engineer,1997-01-17,2000-12-23
290639,Sreenivas,Delgrande,Assistant Engineer,1998-02-13,1998-05-16
290660,Cristinel,Vakili,Engineer,1985-08-10,1988-02-12
290669,Arvin,Nations,Senior Engineer,1994-03-11,2001-03-08
290715,Jaques,Kuszyk,Engineer,1990-07-06,1993-11-06
290745,Renny,Schach,Senior Engineer,1990-12-17,1999-07-26
290774,Alper,Biros,Senior Engineer,1996-02-02,2000-11-03
290779,Anestis,Coney,Staff,1998-01-01,2001-04-22
290798,Danny,Itzigehl,Technique Leader,1989-08-07,1999-05-16
290804,Masali,Ruemmler,Staff,1997-06-12,1998-02-27
290810,Lokesh,Milicic,Technique Leader,1996-01-31,2000-01-11
290825,Zhigen,Heystek,Senior Staff,1999-02-11,2001-05-06
290835,Susuma,Angot,Staff,1993-07-24,1997-12-04
290842,Tomoyuki,Peyn,Senior Staff,1998-11-06,1999-03-29
290884,Adamantios,Senzako,Engineer,1987-08-10,1991-09-15
290886,Haldun,Baaz,Staff,1988-11-06,1988-11-06
290893,Valdiodio,Rassart,Staff,1986-02-16,1993-01-06
290898,Goh,Schapire,Engineer,1994-11-18,1995-03-06
290901,Fumitaka,Thombley,Engineer,1985-06-26,1987-05-09
290913,Tse,Lieberherr,Staff,1985-12-12,1992-07-06
290922,Adly,Lamparter,Senior Staff,1997-09-29,1999-07-12
290944,Moty,Gurbaxani,Engineer,1995-01-05,1995-02-28
290947,Jixiang,Kitsuregawa,Engineer,1999-11-29,1999-12-25
290955,Leaf,Bakhtari,Engineer,1985-11-06,1990-02-22
290962,Mabo,Boyle,Senior Staff,1996-06-14,2002-03-11
290967,Alejandra,McFarlan,Staff,1998-02-13,1998-06-26
290972,Shin,Yeung,Staff,1997-09-15,1999-10-26
290988,Mabry,Valtorta,Senior Engineer,1996-11-25,1997-09-30
291004,Lillian,Mitsuhashi,Senior Engineer,1992-05-31,1993-05-31
291005,Carrsten,Wilfing,Staff,1989-04-05,1992-03-18
291018,Roded,Bage,Technique Leader,1985-04-25,1997-02-20
291074,Hitomi,Maliniak,Engineer,1994-07-20,1997-05-29
291080,Zhigen,Bain,Senior Staff,1993-09-19,2000-09-04
291099,Heeju,Kranzdorf,Senior Engineer,1992-10-23,1996-02-20
291122,Shahab,Barbanera,Engineer,1992-03-27,1998-04-30
291124,Yucai,Anandan,Senior Staff,1993-08-10,1993-09-03
291146,Debatosh,Perko,Senior Engineer,2000-09-26,2001-11-13
291212,Pranas,Einsfeld,Senior Engineer,1997-05-15,1997-06-18
291246,Gunilla,Dymetman,Technique Leader,1996-11-29,1999-08-28
291267,Arif,Vadhan,Engineer,1998-10-01,2001-09-17
291277,Masaki,Mondadori,Staff,1995-03-20,1999-10-26
291298,Uno,Mandell,Assistant Engineer,1989-01-08,1989-02-27
291327,Ramzi,Zongker,Staff,1999-05-03,2001-07-11
291334,Trygve,Ramamoorthy,Engineer,1997-08-13,2000-07-07
291343,Goo,Grabner,Senior Staff,1997-04-12,2001-01-11
291371,Hercules,Puppo,Senior Staff,1999-02-13,2000-04-05
291373,Doowon,Lukaszewicz,Senior Engineer,1997-08-29,2000-01-06
291386,Jiang,Chachaty,Technique Leader,1997-06-08,1997-07-21
291400,Herbert,Kroft,Senior Engineer,1993-03-11,1995-03-29
291423,Seshu,Polajnar,Engineer,1992-05-29,1995-01-09
291424,Edwin,dAstous,Staff,1998-11-25,2001-03-22
291448,Zhonghua,Savasere,Engineer,1999-03-31,2000-03-10
291451,Dietrich,Heydon,Senior Staff,1985-05-12,1999-04-02
291468,Zhongwei,Barreiro,Senior Staff,1993-05-21,1999-11-22
291471,Nakhoon,Ratnaker,Assistant Engineer,1999-07-08,2002-02-03
291491,Jenwei,Tiemann,Engineer,1998-04-08,1998-10-03
291498,Jeane,Pettis,Technique Leader,1986-02-07,1986-03-31
291500,Elrique,Horswill,Senior Engineer,1992-03-05,1999-09-03
291501,Fumitaka,Delgrande,Staff,1998-07-11,1999-05-17
291506,Duro,Iacovou,Senior Engineer,1990-04-17,1991-07-17
291509,Mayumi,Kulisch,Senior Engineer,1992-11-07,1994-06-30
291510,Krassimir,Papadias,Assistant Engineer,1996-09-18,1999-11-19
291525,Sadok,Sethi,Senior Engineer,1993-06-06,1996-06-07
291538,Torsten,Demizu,Senior Engineer,1991-09-13,1992-05-12
291539,Randi,Pappas,Engineer,1987-10-17,1992-02-29
291545,Zito,Magalhaes,Senior Engineer,1985-11-15,1990-10-08
291560,Dietrich,Schapiro,Senior Staff,1993-10-29,1994-08-21
291573,Chirstian,Dichev,Senior Engineer,1997-05-13,1997-08-08
291581,Ishfaq,Perz,Senior Staff,1998-08-15,2001-02-05
291592,Radhia,Calkin,Staff,1998-10-14,2001-11-15
291610,Ranan,Limongiello,Senior Engineer,1995-01-31,2001-08-18
291616,Stepehn,Jansen,Technique Leader,1986-06-14,1991-10-12
291619,Gad,Ermel,Engineer,1998-04-27,1999-01-26
291628,Pranas,Merlo,Staff,1993-01-03,1993-07-21
291651,Ortrun,Baaleh,Engineer,1995-10-06,2002-06-23
291658,Arvind,Aamodt,Engineer,1988-01-22,1996-03-10
291697,Arumugam,Cairo,Senior Staff,1997-10-25,2000-08-04
291706,Mototsugu,Giveon,Staff,1989-08-11,1995-12-07
291711,Khaled,Conti,Engineer,1996-08-30,1999-03-23
291720,Shaibal,Ranst,Staff,1989-04-30,1994-04-04
291732,Lihong,Schade,Staff,1991-05-11,1992-06-06
291775,Josyula,Lung,Engineer,1998-09-09,1998-12-31
291784,Hauke,Byoun,Engineer,1999-10-09,2001-08-09
291797,Zhaofang,Kaelbling,Assistant Engineer,1992-12-15,1999-09-13
291799,Stafford,Leijenhorst,Senior Engineer,1992-01-22,2001-11-06
291805,Hyuncheol,Munke,Senior Staff,1994-04-04,1994-05-12
291812,Yahiko,Georgakopoulos,Engineer,1990-12-13,1996-05-10
291820,Basil,Jording,Senior Staff,1994-08-11,2002-07-01
291850,Shirish,Esteva,Engineer,1997-11-27,2001-03-23
291855,Reinhard,Kaiserswerth,Senior Engineer,1997-08-14,1998-04-19
291861,Ramya,Worfolk,Staff,1987-08-20,1988-06-25
291862,Mahendra,Guting,Technique Leader,1998-05-21,1999-08-30
291872,Moni,Christ,Staff,1992-11-18,1993-09-21
291879,Jacopo,Mundy,Engineer,1998-11-28,2001-05-07
291892,Babette,Nollmann,Staff,1987-09-12,1993-03-18
291897,Denis,Validov,Engineer,1998-04-21,1999-08-25
291959,Jamaludin,Coors,Senior Staff,1999-04-17,2002-06-12
291978,Tomokazu,Leuchs,Staff,1999-07-06,2000-02-08
292024,Taizo,Bennis,Senior Engineer,1996-05-20,1998-11-02
292033,Aris,Rajcani,Engineer,1992-07-03,1996-06-19
292083,Kayoko,McFarlan,Staff,1997-05-02,1997-08-20
292084,Danco,Luon,Engineer,1986-11-19,1988-12-23
292105,Mechthild,Randi,Assistant Engineer,1995-06-02,1996-05-24
292126,Masanao,Panangaden,Engineer,1997-05-11,1997-09-09
292133,Vishu,Callaway,Engineer,1997-02-12,1999-12-01
292143,Constantine,Ladret,Senior Staff,1999-03-13,2000-01-16
292153,Guenter,Kowalchuk,Staff,1996-09-18,1998-01-27
292169,Qingxiang,Bhattacharjee,Staff,1992-04-25,1993-12-27
292173,Volkmar,Preusig,Senior Staff,1988-05-10,1998-11-15
292175,Basim,Perry,Senior Staff,1995-10-06,2002-01-30
292184,Bedir,Bernini,Senior Engineer,1995-07-15,2000-05-07
292208,Perry,Harbusch,Senior Engineer,1990-09-18,2000-02-11
292235,Miyeon,McDermid,Staff,1985-08-21,1990-10-22
292253,Huiqun,Roohalamini,Engineer,1996-07-25,1999-11-26
292260,Somnath,Huxford,Engineer,1999-04-17,2000-12-20
292264,Duri,Sadowski,Staff,1994-09-26,2000-02-20
292285,Reuven,Samarati,Staff,1999-10-21,2001-12-15
292310,Changho,Conia,Senior Engineer,1987-12-29,1992-04-08
292330,Masanao,Bamford,Engineer,1995-04-23,1998-12-29
292338,Fuqing,Yetim,Senior Staff,1997-08-22,2002-02-08
292381,Mansur,Kusalik,Engineer,1997-04-12,1997-05-22
292398,Moriyoshi,Sooriamurthi,Technique Leader,1986-10-26,1998-01-14
292409,Marsja,Rouquie,Technique Leader,1985-12-28,1995-03-09
292415,Irena,Reinhart,Engineer,1985-11-15,1992-01-16
292430,Teruyuki,Brizzi,Engineer,1992-06-12,1996-07-05
292434,Vitaly,Lamba,Senior Engineer,1995-03-01,1996-04-03
292441,Nirmal,Comte,Senior Engineer,1993-06-13,1996-06-02
292456,Arve,Schrooten,Staff,1992-03-07,1992-03-26
292468,Berto,Kulisch,Senior Engineer,2000-04-09,2001-06-03
292490,Mahendra,Gischer,Senior Engineer,1999-10-07,2000-03-14
292517,Xumin,Fadgyas,Senior Staff,1993-05-07,1999-01-08
292531,Fumitaka,Zwicker,Engineer,1988-12-17,1990-04-09
292584,Mariusz,Bridgland,Staff,1993-10-02,1993-12-09
292593,Chuanti,Ventosa,Engineer,1993-05-08,1997-05-17
292604,Chriss,Tibblin,Technique Leader,1991-12-18,1993-09-17
292624,Huiqun,Jiang,Senior Staff,1990-05-30,2002-01-20
292632,Munir,Poehlman,Engineer,1999-05-03,2001-09-21
292637,Rosella,Orlowska,Staff,1992-04-18,1995-05-25
292647,Janalee,Heinisuo,Staff,1997-01-03,2000-01-06
292651,Khatoun,Zastre,Senior Engineer,1997-06-26,2002-01-06
292671,DeForest,Granlund,Staff,1985-04-24,1990-02-18
292702,Rasiah,Lamba,Engineer,1992-06-16,1993-03-10
292708,Jaana,Kilgore,Senior Engineer,1997-10-06,2002-04-17
292716,Hidde,Porenta,Engineer,1986-05-17,1991-05-11
292728,Minghong,Camurati,Senior Staff,1994-12-02,1996-07-20
292730,Stafford,Koshino,Assistant Engineer,1992-06-09,1998-03-28
292737,Lillian,Pellegrinelli,Engineer,1999-02-13,1999-04-29
292738,Vitaly,Munawer,Staff,1996-08-09,1997-08-29
292757,Younwoo,Desikan,Senior Engineer,1994-11-08,1997-03-24
292768,Kannan,DiGiano,Engineer,1987-07-23,1990-07-06
292788,Mechthild,Terkki,Senior Engineer,1997-04-27,2000-11-24
292801,Mingdong,Kakkar,Technique Leader,1992-10-29,1999-07-08
292810,Visit,Nyanchama,Technique Leader,1986-07-10,1989-08-15
292820,Anneli,Staylopatis,Staff,1986-11-05,1990-03-16
292822,Saeed,Kusakabe,Staff,1992-01-26,1999-06-28
292838,Jaewoo,Servi,Senior Staff,1996-03-02,1999-03-28
292852,Iara,Binding,Senior Engineer,1995-10-06,1998-01-10
292873,Hirochika,Beutelspacher,Technique Leader,1994-11-29,2001-02-16
292880,Kasidit,Schmezko,Senior Engineer,1991-06-13,1991-08-17
292919,Mara,Fairtlough,Senior Staff,1997-04-10,2001-07-19
292962,Youjian,Schahn,Senior Staff,1996-08-14,2000-03-19
292982,Mikhail,Pettis,Senior Engineer,1994-07-16,2001-02-24
292993,JiYoung,Anily,Senior Staff,1998-10-29,2001-04-02
292998,Rosalyn,Ramsay,Senior Staff,1993-11-23,2001-05-10
293006,Mong,Tagansky,Senior Staff,1986-08-05,1998-07-04
293008,Chiradeep,Shimshoni,Senior Engineer,1999-04-28,2000-03-25
293019,Prasadram,Denny,Engineer,1993-07-07,1995-08-05
293049,Navin,Gustavson,Staff,1999-02-22,2001-12-05
293066,Junichi,Brandsma,Engineer,1995-07-12,1997-08-28
293106,Kwangjo,Cooman,Staff,1995-12-05,1997-09-29
293117,Shuichi,Cappelletti,Engineer,1996-12-04,1998-11-04
293122,Fox,Chleq,Senior Staff,1987-06-23,1992-07-03
293126,Naftaly,Morris,Staff,1995-07-12,2001-11-06
293142,Shawna,Simmel,Staff,1996-09-17,1997-10-16
293150,Mikhail,Bellone,Senior Engineer,1995-04-08,1995-10-21
293158,Shaowei,Denos,Engineer,1993-04-09,1995-12-01
293169,Pranjal,Krohm,Engineer,1996-05-30,1999-02-09
293171,Khedija,Bahr,Engineer,1993-12-12,1995-10-24
293178,Udaiprakash,Barinka,Senior Staff,1989-01-17,2001-05-29
